instance,shape,size,name,dtype
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMax,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMaxThr,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMean,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMin,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMinThr,float32
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthOk,bool
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStd,float32
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdOk,bool
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdThr,float32
Dataset,"(288,)",288,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengths,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMax,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMaxThr,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMean,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMin,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMinThr,float32
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakOk,bool
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStd,float32
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdOk,bool
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdThr,float32
Dataset,"(288,)",288,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeaks,float32
Dataset,"(288,)",288,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPositions,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/diagnostic,int16
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/doubletIntensitySplitOk,bool
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/doublets,bool
Dataset,"(288,)",288,/AwakeEventData/SPSBQMSPSv1/Acquisition/filledBuckets,int32
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/firstBunchPositionOk,bool
Dataset,"(0,)",0,/AwakeEventData/SPSBQMSPSv1/Acquisition/isTrailingDoublet,error
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/nAllowedLongBunches,int16
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/nBunches,int32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMax,int16
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMaxOk,bool
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesRamp,int32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesIntensity,int32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesMidBucket,int32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/nTooLongBunches,int16
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/nWarningMessages,int16
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMax,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMaxThr,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltas,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMax,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMaxThr,float32
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/patternOk,bool
Dataset,"(4620,)",4620,/AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsIntensity,float32
Dataset,"(4620,)",4620,/AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsMid,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesIntensityThr,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesMidBucketThr,float32
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesOk,bool
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/stabilityOk,bool
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/tgmNLSQCTL,bool
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/tgmSCNUM,int32
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/verifyPattern,bool
Dataset,"(50,)",50,/AwakeEventData/SPSBQMSPSv1/Acquisition/warningMessages,|S48
Dataset,"(288,)",288,/AwakeEventData/SPSBQMSPSv1/Acquisition/wrongBuckets,int32
Group,,,/AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition,
Dataset,"(80000,)",80000,/AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition/rawWaveFT,int16
Group,,,/AwakeEventData/SR.AWGAMP,
Group,,,/AwakeEventData/SR.AWGAMP/Status,
Dataset,"(1,)",1,/AwakeEventData/SR.AWGAMP/Status/position,int64
Group,,,/AwakeEventData/SR.AWGPH,
Group,,,/AwakeEventData/SR.AWGPH/Status,
Dataset,"(1,)",1,/AwakeEventData/SR.AWGPH/Status/position,int64
Group,,,/AwakeEventData/SR.AWINTLK,
Group,,,/AwakeEventData/SR.AWINTLK/PhaseAcq,
Dataset,"(1,)",1,/AwakeEventData/SR.AWINTLK/PhaseAcq/phaseShifter,float32
Group,,,/AwakeEventData/SR.SCOPE27.CH01,
Group,,,/AwakeEventData/SR.SCOPE27.CH01/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE27.CH01/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE27.CH01/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE27.CH01/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE27.CH01/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE27.CH01/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE27.CH01/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE27.CH01/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerStamp,int64
Dataset,"(1, 320)",320,/AwakeEventData/SR.SCOPE27.CH01/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE27.CH01/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE28.CH01,
Group,,,/AwakeEventData/SR.SCOPE28.CH01/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE28.CH01/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE28.CH01/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE28.CH01/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE28.CH01/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE28.CH01/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE28.CH01/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE28.CH01/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerStamp,int64
Dataset,"(1, 320)",320,/AwakeEventData/SR.SCOPE28.CH01/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE28.CH01/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE29.CH01,
Group,,,/AwakeEventData/SR.SCOPE29.CH01/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE29.CH01/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE29.CH01/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE29.CH01/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE29.CH01/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE29.CH01/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE29.CH01/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE29.CH01/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerStamp,int64
Dataset,"(1, 320)",320,/AwakeEventData/SR.SCOPE29.CH01/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE29.CH01/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE30.CH01,
Group,,,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH01/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH01/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH01/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH01/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH01/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH01/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH01/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerStamp,int64
Dataset,"(1, 4000)",4000,/AwakeEventData/SR.SCOPE30.CH01/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH01/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE30.CH02,
Group,,,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH02/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH02/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH02/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH02/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH02/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH02/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH02/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerStamp,int64
Dataset,"(1, 4000)",4000,/AwakeEventData/SR.SCOPE30.CH02/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE30.CH02/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE43.CH01,
Group,,,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH01/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH01/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH01/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH01/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH01/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH01/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH01/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerStamp,int64
Dataset,"(1, 352)",352,/AwakeEventData/SR.SCOPE43.CH01/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH01/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE43.CH02,
Group,,,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH02/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH02/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH02/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH02/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH02/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH02/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH02/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerStamp,int64
Dataset,"(1, 352)",352,/AwakeEventData/SR.SCOPE43.CH02/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH02/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE43.CH03,
Group,,,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH03/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH03/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH03/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH03/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH03/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH03/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH03/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerStamp,int64
Dataset,"(1, 352)",352,/AwakeEventData/SR.SCOPE43.CH03/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH03/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE43.CH04,
Group,,,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH04/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH04/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH04/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH04/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH04/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH04/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH04/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerStamp,int64
Dataset,"(1, 352)",352,/AwakeEventData/SR.SCOPE43.CH04/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH04/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE43.CH05,
Group,,,/AwakeEventData/SR.SCOPE43.CH05/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH05/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH05/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH05/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH05/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH05/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH05/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH05/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerStamp,int64
Dataset,"(1, 352)",352,/AwakeEventData/SR.SCOPE43.CH05/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH05/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE43.CH06,
Group,,,/AwakeEventData/SR.SCOPE43.CH06/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH06/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH06/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH06/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH06/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH06/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH06/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH06/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerStamp,int64
Dataset,"(1, 252)",252,/AwakeEventData/SR.SCOPE43.CH06/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH06/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE43.CH07,
Group,,,/AwakeEventData/SR.SCOPE43.CH07/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH07/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH07/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH07/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH07/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH07/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH07/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH07/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerStamp,int64
Dataset,"(1, 352)",352,/AwakeEventData/SR.SCOPE43.CH07/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH07/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE43.CH08,
Group,,,/AwakeEventData/SR.SCOPE43.CH08/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH08/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH08/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH08/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH08/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH08/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH08/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH08/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerStamp,int64
Dataset,"(1, 252)",252,/AwakeEventData/SR.SCOPE43.CH08/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE43.CH08/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE45.CH01,
Group,,,/AwakeEventData/SR.SCOPE45.CH01/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH01/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH01/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH01/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH01/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH01/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH01/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH01/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerStamp,int64
Dataset,"(1, 352)",352,/AwakeEventData/SR.SCOPE45.CH01/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH01/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE45.CH02,
Group,,,/AwakeEventData/SR.SCOPE45.CH02/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH02/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH02/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH02/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH02/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH02/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH02/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH02/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerStamp,int64
Dataset,"(1, 352)",352,/AwakeEventData/SR.SCOPE45.CH02/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH02/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE45.CH03,
Group,,,/AwakeEventData/SR.SCOPE45.CH03/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH03/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH03/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH03/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH03/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH03/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH03/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH03/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerStamp,int64
Dataset,"(1, 352)",352,/AwakeEventData/SR.SCOPE45.CH03/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH03/Acquisition/value_units,|S1
Group,,,/AwakeEventData/SR.SCOPE45.CH04,
Group,,,/AwakeEventData/SR.SCOPE45.CH04/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH04/Acquisition/CTime,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH04/Acquisition/cycleTag,int32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH04/Acquisition/diffStamps,int64
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH04/Acquisition/firstSampleTime,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH04/Acquisition/offset,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH04/Acquisition/sampleInterval,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH04/Acquisition/sensitivity,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerError,float32
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerStamp,int64
Dataset,"(1, 352)",352,/AwakeEventData/SR.SCOPE45.CH04/Acquisition/value,int16
Dataset,"(1,)",1,/AwakeEventData/SR.SCOPE45.CH04/Acquisition/value_units,|S1
Group,,,/AwakeEventData/Sps2AwakeSynchro,
Group,,,/AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs,
Dataset,"(1,)",1,/AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs/delay,float64
Group,,,/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1,
Group,,,/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,
Dataset,"(1,)",1,/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/channelRead,int32
